Id,datetime,yr,mnth,hr,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,count
16236,14/11/2012,1,11,5,4,0,3,1,1,00.22,1.578472222,0.047916667,0.134722222,39
9297,28/01/2012,1,1,6,1,0,6,0,1,00.24,1.999305556,00.07,0,15
6882,19/10/2011,0,10,8,4,0,3,1,3,00.54,3.577777778,00.07,3.420138889,210
10196,05/03/2012,1,3,21,1,0,1,1,1,00.26,1.578472222,00.37,2.695138889,120
14229,21/08/2012,1,8,1,3,0,2,1,2,00.06,3.893055556,0.057638889,0.932638889,33
11758,10/05/2012,1,5,2,2,0,4,1,2,00.48,3.261805556,0.061111111,0.725694444,3
13663,28/07/2012,1,7,11,3,0,6,0,1,0.058333333,5.155555556,00.39,1.554861111,457
435,20/01/2011,0,1,3,1,0,4,1,1,00.26,1.788888889,00.56,1.140277778,1
11997,20/05/2012,1,5,1,2,0,0,0,1,00.56,3.682638889,00.52,0,130
7127,29/10/2011,0,10,13,4,0,6,0,3,00.24,0.136805556,0.060416667,3.627777778,30
16514,25/11/2012,1,11,19,4,0,0,0,1,00.26,0.210416667,00.41,0,127
17338,30/12/2012,1,12,6,1,0,0,0,2,00.24,0.136805556,00.52,2.902083333,8
12829,23/06/2012,1,6,17,3,0,6,0,1,0.056944444,4.945138889,00.26,1.761805556,530
16590,28/11/2012,1,11,23,4,0,3,1,1,00.26,1.89375,00.48,0.932638889,78
1563,10/03/2011,0,3,13,1,0,4,1,3,00.42,2.945833333,0,1.554861111,12
1695,16/03/2011,0,3,6,1,0,3,1,2,00.03,2.209722222,0.064583333,0.725694444,31
11822,12/05/2012,1,5,18,2,0,6,0,2,0.045833333,4.313888889,00.31,0.134722222,546
5369,16/08/2011,0,8,14,3,0,2,1,1,0.052777778,4.734722222,00.45,2.902083333,182
3626,04/06/2011,0,6,23,2,0,6,0,2,0.044444444,4.313888889,00.57,0,150
13502,21/07/2012,1,7,18,3,0,6,0,2,00.06,3.788194444,0.061111111,0.134722222,177
511,23/01/2011,0,1,9,1,0,0,0,1,00.01,0.526388889,00.54,2.4875,28
6106,16/09/2011,0,9,23,3,0,5,1,1,00.05,3.366666667,00.59,0,126
1538,09/03/2011,0,3,10,1,0,3,1,2,00.03,1.999305556,0.052083333,1.761805556,57
1946,26/03/2011,0,3,20,2,0,6,0,2,00.28,1.89375,00.45,1.761805556,85
2844,03/05/2011,0,5,9,2,0,2,1,2,00.06,3.998611111,0.054166667,2.4875,186
3844,14/06/2011,0,6,1,2,0,2,1,1,00.06,4.313888889,00.49,1.761805556,13
9409,01/02/2012,1,2,22,1,0,3,1,1,00.05,3.366666667,00.55,0.134722222,140
2207,06/04/2011,0,4,19,2,0,3,1,1,00.05,3.366666667,00.31,2.072916667,232
6523,04/10/2011,0,10,8,4,0,2,1,1,00.44,3.051388889,0.053472222,1.554861111,400
14575,04/09/2012,1,9,11,3,0,2,1,2,0.051388889,0.484027778,00.07,1.969444444,198
446,20/01/2011,0,1,14,1,0,4,1,2,00.03,0.210416667,00.45,0.932638889,81
7486,13/11/2011,0,11,12,4,0,0,0,2,00.52,00.05,00.29,2.902083333,354
2979,09/05/2011,0,5,0,2,0,1,1,1,00.46,3.15625,0.056944444,0.622222222,53
5615,26/08/2011,0,8,20,3,0,5,1,1,0.05,0.484027778,0.054861111,0.622222222,222
16024,05/11/2012,1,11,8,4,0,1,1,2,00.03,1.999305556,00.49,1.554861111,648
15141,28/09/2012,1,9,1,4,0,5,1,3,00.06,3.788194444,0.061111111,0,13
4270,01/07/2011,0,7,19,3,0,5,1,1,0.054166667,4.629861111,00.25,0.134722222,318
346,15/01/2011,0,1,21,1,0,6,0,2,00.32,0.210416667,00.39,1.554861111,57
13497,21/07/2012,1,7,13,3,0,6,0,3,00.06,3.893055556,0.057638889,1.140277778,354
1678,15/03/2011,0,3,12,1,0,2,1,2,00.36,2.420138889,00.05,1.554861111,102
11874,14/05/2012,1,5,22,2,0,1,1,2,00.58,3.788194444,0.054166667,0.622222222,129
14967,20/09/2012,1,9,19,3,0,4,1,1,00.58,3.788194444,00.06,1.554861111,603
8147,11/12/2011,0,12,2,4,0,0,0,1,00.18,1.157638889,00.55,1.761805556,52
11522,30/04/2012,1,4,6,2,0,1,1,1,00.04,2.840972222,00.47,0.134722222,123
4768,22/07/2011,0,7,13,3,0,5,1,1,0.065277778,6.838888889,00.51,1.140277778,123
15329,05/10/2012,1,10,21,4,0,5,1,1,00.06,4.103472222,0.047916667,1.554861111,267
9314,28/01/2012,1,1,23,1,0,6,0,1,00.32,2.209722222,00.31,0.134722222,85
1389,03/03/2011,0,3,3,1,0,4,1,1,00.02,1.157638889,00.27,3.213194444,1
8791,07/01/2012,1,1,2,1,0,6,0,1,00.36,2.525,00.05,0.725694444,38
11253,19/04/2012,1,4,1,2,0,4,1,3,00.42,2.945833333,0.053472222,0.725694444,13
13513,22/07/2012,1,7,5,3,0,0,0,1,00.06,3.788194444,0.061111111,0,6
42,02/01/2011,0,1,18,1,0,0,0,2,00.36,2.314583333,00.46,2.280555556,53
1519,08/03/2011,0,3,15,1,0,2,1,2,00.36,2.630555556,00.18,0,112
1694,16/03/2011,0,3,5,1,0,3,1,2,00.03,2.209722222,0.064583333,0.725694444,3
16142,10/11/2012,1,11,7,4,0,6,0,1,00.26,1.89375,0.060416667,0.725694444,71
12345,03/06/2012,1,6,13,2,0,0,0,1,0.047222222,4.419444444,00.36,1.969444444,686
7678,21/11/2011,0,11,12,4,0,1,1,2,00.05,3.366666667,0.053472222,0.932638889,162
4400,07/07/2011,0,7,5,3,0,4,1,1,0.044444444,3.998611111,0.061805556,0.725694444,32
8490,25/12/2011,0,12,10,1,0,0,0,1,00.26,1.683333333,0.05625,1.761805556,43
13297,13/07/2012,1,7,5,3,0,5,1,2,0.045833333,4.419444444,00.56,0.622222222,34
11047,10/04/2012,1,4,10,2,0,2,1,1,00.46,3.15625,00.47,1.140277778,181
15541,14/10/2012,1,10,17,4,0,0,0,1,0.044444444,4.313888889,00.44,0.134722222,539
14044,13/08/2012,1,8,8,3,0,1,1,2,0.05,4.629861111,00.51,0.622222222,673
9832,19/02/2012,1,2,14,1,0,0,0,2,00.32,2.209722222,00.45,0.134722222,237
9456,03/02/2012,1,2,21,1,0,5,1,1,00.34,2.420138889,00.49,0.725694444,134
11374,24/04/2012,1,4,2,2,0,2,1,1,00.32,2.209722222,0.05625,0.134722222,3
6974,23/10/2011,0,10,4,4,0,0,0,1,00.34,2.525,0.060416667,0,6
13549,23/07/2012,1,7,17,3,0,1,1,1,0.056944444,5.365972222,00.52,0.932638889,847
13509,22/07/2012,1,7,1,3,0,0,0,2,00.06,3.788194444,0.061111111,1.140277778,130
7411,10/11/2011,0,11,9,4,0,4,1,2,00.42,2.945833333,0.065277778,0.725694444,211
14035,12/08/2012,1,8,23,3,0,0,0,1,0.047222222,4.419444444,0.042361111,0,110
3096,13/05/2011,0,5,21,2,0,5,1,2,00.52,00.05,0.058333333,1.140277778,154
7254,03/11/2011,0,11,20,4,0,4,1,1,00.42,2.945833333,0.049305556,0.725694444,209
7510,14/11/2011,0,11,12,4,0,1,1,1,00.56,3.682638889,00.56,2.072916667,202
10372,13/03/2012,1,3,6,1,0,2,1,3,00.46,3.15625,0.056944444,0.134722222,113
9429,02/02/2012,1,2,18,1,0,4,1,1,00.04,2.840972222,00.43,3.213194444,410
15407,09/10/2012,1,10,3,4,0,2,1,3,00.36,2.314583333,0.060416667,1.969444444,3
2843,03/05/2011,0,5,8,2,0,2,1,2,00.56,3.682638889,0.057638889,1.969444444,459
2562,21/04/2011,0,4,15,2,0,4,1,1,00.52,00.05,00.29,2.902083333,235
9057,18/01/2012,1,1,6,1,0,3,1,1,00.34,1.999305556,00.36,3.627777778,88
13939,08/08/2012,1,8,23,3,0,3,1,1,0.05,4.734722222,00.07,0.932638889,136
8802,07/01/2012,1,1,13,1,0,6,0,1,00.44,3.051388889,00.44,0.134722222,445
15818,26/10/2012,1,10,6,4,0,5,1,2,00.52,00.05,0.061111111,0.622222222,144
13059,03/07/2012,1,7,7,3,0,2,1,1,0.051388889,4.734722222,00.58,0,483
9875,21/02/2012,1,2,11,1,0,2,1,2,00.26,1.683333333,00.07,1.969444444,86
8042,06/12/2011,0,12,17,4,0,2,1,2,00.46,3.15625,1,1.554861111,262
6709,12/10/2011,0,10,2,4,0,3,1,2,00.56,3.682638889,0.057638889,1.969444444,2
11553,01/05/2012,1,5,13,2,0,2,1,2,0.05,4.629861111,00.51,1.554861111,249
8687,02/01/2012,1,1,18,1,1,1,0,1,00.26,1.683333333,00.33,1.761805556,126
617,28/01/2011,0,1,22,1,0,5,1,1,00.24,1.472916667,0.045138889,2.4875,26
7599,18/11/2011,0,11,5,4,0,5,1,1,00.22,1.578472222,00.44,0.932638889,22
13416,18/07/2012,1,7,4,3,0,3,1,1,0.05,4.734722222,00.07,0.932638889,6
4586,14/07/2011,0,7,23,3,0,4,1,1,0.044444444,4.209027778,0.045138889,1.761805556,124
10789,30/03/2012,1,3,15,2,0,5,1,3,00.42,2.945833333,00.54,0,280
15135,27/09/2012,1,9,19,4,0,4,1,1,0.045833333,4.313888889,0.045138889,0.932638889,559
8550,27/12/2011,0,12,23,1,0,2,1,1,00.03,0.210416667,0.064583333,0.932638889,26
16007,04/11/2012,1,11,15,4,0,0,0,1,00.04,2.840972222,00.04,1.554861111,449
8564,28/12/2011,0,12,14,1,0,3,1,1,00.32,1.999305556,00.39,2.695138889,120
11968,18/05/2012,1,5,20,2,0,5,1,1,0.043055556,4.313888889,00.41,1.140277778,337
6481,02/10/2011,0,10,14,4,0,0,0,3,00.36,2.420138889,0.05625,1.140277778,256
1992,28/03/2011,0,3,20,2,0,1,1,1,00.32,2.314583333,00.22,0.725694444,112
1266,25/02/2011,0,2,21,1,0,5,1,1,00.28,1.788888889,00.48,2.695138889,63
3638,05/06/2011,0,6,11,2,0,0,0,2,0.044444444,4.209027778,0.047916667,0.725694444,335
15073,25/09/2012,1,9,5,4,0,2,1,1,00.42,2.945833333,0.053472222,0.622222222,47
7338,07/11/2011,0,11,8,4,0,1,1,2,00.03,2.209722222,1,0.622222222,410
16743,05/12/2012,1,12,9,4,0,3,1,2,00.44,3.051388889,00.51,1.554861111,388
11841,13/05/2012,1,5,13,2,0,0,0,1,0.047222222,4.419444444,00.54,1.761805556,602
1295,27/02/2011,0,2,2,1,0,0,0,1,00.26,1.89375,0.060416667,0.932638889,22
9432,02/02/2012,1,2,21,1,0,4,1,1,00.34,0.210416667,00.46,2.902083333,148
2500,19/04/2011,0,4,1,2,0,2,1,1,00.46,3.15625,0.04375,1.554861111,7
6293,24/09/2011,0,9,18,4,0,6,0,1,0.044444444,4.103472222,0.054166667,0.725694444,400
2629,24/04/2011,0,4,10,2,0,0,0,1,00.06,3.998611111,0.054166667,1.140277778,289
4553,13/07/2011,0,7,14,3,0,3,1,3,0.056944444,5.261111111,00.46,0.932638889,116
6737,13/10/2011,0,10,6,4,0,4,1,3,00.54,3.577777778,1,0.622222222,52
10722,27/03/2012,1,3,20,2,0,2,1,1,00.42,2.945833333,00.17,0.622222222,294
17319,29/12/2012,1,12,11,1,0,6,0,3,00.02,1.683333333,0.064583333,0.622222222,45
2597,23/04/2011,0,4,2,2,0,6,0,3,00.32,2.314583333,1,0.932638889,17
11251,18/04/2012,1,4,23,2,0,3,1,2,00.42,2.945833333,0.053472222,0,70
635,29/01/2011,0,1,17,1,0,6,0,1,00.24,1.999305556,00.06,0,91
5742,01/09/2011,0,9,16,3,0,4,1,1,0.051388889,4.629861111,00.51,0.134722222,308
6154,18/09/2011,0,9,23,3,0,0,0,1,00.54,3.577777778,0.047222222,0.134722222,54
12297,01/06/2012,1,6,13,2,0,5,1,1,0.05,4.734722222,00.07,2.072916667,316
9054,18/01/2012,1,1,3,1,0,3,1,2,00.44,3.051388889,00.51,3.420138889,4
13562,24/07/2012,1,7,6,3,0,2,1,1,0.045833333,4.209027778,0.057638889,0.932638889,190
13024,01/07/2012,1,7,20,3,0,0,0,1,0.058333333,5.155555556,00.39,0.932638889,332
1284,26/02/2011,0,2,15,1,0,6,0,2,00.36,2.314583333,00.04,1.969444444,165
14332,25/08/2012,1,8,8,3,0,6,0,2,0.045833333,4.313888889,0.051388889,1.761805556,162
1034,15/02/2011,0,2,18,1,0,2,1,1,00.03,0.210416667,00.22,0.932638889,212
422,19/01/2011,0,1,14,1,0,3,1,1,00.04,2.840972222,00.58,1.761805556,75
16749,05/12/2012,1,12,15,4,0,3,1,1,00.48,3.261805556,00.33,1.969444444,285
10466,17/03/2012,1,3,4,1,0,6,0,2,00.42,2.945833333,0.065277778,0,2
16089,08/11/2012,1,11,1,4,0,4,1,3,00.03,1.89375,00.52,2.4875,12
1591,11/03/2011,0,3,18,1,0,5,1,1,00.32,0.210416667,00.49,2.280555556,153
9784,17/02/2012,1,2,14,1,0,5,1,1,00.04,2.840972222,00.37,2.4875,170
11810,12/05/2012,1,5,6,2,0,6,0,1,00.42,2.945833333,0.046527778,0.622222222,33
15007,22/09/2012,1,9,11,3,0,6,0,1,00.07,4.524305556,00.58,1.969444444,626
14423,29/08/2012,1,8,3,3,0,3,1,1,0.043055556,4.103472222,0.050694444,0.725694444,9
2423,15/04/2011,0,4,20,2,1,5,0,2,00.04,2.840972222,0.052777778,2.280555556,118
8821,08/01/2012,1,1,8,1,0,0,0,1,00.03,0.210416667,00.52,0.932638889,57
13203,09/07/2012,1,7,7,3,0,1,1,3,0.045833333,4.209027778,0.057638889,1.554861111,230
15251,02/10/2012,1,10,15,4,0,2,1,3,0.043055556,3.998611111,0.057638889,0.932638889,209
6985,23/10/2011,0,10,15,4,0,0,0,1,00.52,00.05,00.52,1.140277778,387
9208,24/01/2012,1,1,13,1,0,2,1,1,00.34,2.314583333,0.060416667,1.140277778,203
11938,17/05/2012,1,5,14,2,0,4,1,1,0.044444444,4.313888889,00.38,0.134722222,270
5926,09/09/2011,0,9,10,3,0,5,1,2,0.043055556,3.577777778,1,0,29
9528,06/02/2012,1,2,22,1,0,1,1,1,00.03,0.210416667,0.045138889,0.932638889,87
12430,07/06/2012,1,6,2,2,0,4,1,1,00.52,00.05,0.053472222,0.622222222,12
9636,11/02/2012,1,2,10,1,0,6,0,3,00.22,1.683333333,0.064583333,0.725694444,166
9610,10/02/2012,1,2,8,1,0,5,1,1,00.02,1.472916667,00.59,1.140277778,448
5554,24/08/2011,0,8,7,3,0,3,1,1,00.06,4.209027778,0.044444444,0.622222222,308
10889,03/04/2012,1,4,20,2,0,2,1,1,00.56,3.682638889,00.24,0.932638889,379
17373,31/12/2012,1,12,17,1,0,1,1,2,00.26,1.999305556,00.48,0.622222222,164
13337,14/07/2012,1,7,21,3,0,6,0,1,00.07,4.629861111,0.058333333,1.554861111,269
