MSSubClass,LotFrontage,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,GrLivArea,FullBath,KitchenQual,GarageFinish,GarageCars
20,4.23410650459726,9.052984561199976,0.0506849315068493,5,1966,2006,0.6205479452054794,0.4445205479452054,1228,7.113142108707088,1,0.4013698630136986,0.4143835616438356,1
20,4.442651256490317,9.310095205113177,0.1027397260273972,8,2007,2007,0.3342465753424657,0.0828767123287671,1234,7.1180162044653335,2,0.4013698630136986,0.2890410958904109,2
20,4.248495242049359,9.26407069439715,0.1541095890410959,5,1959,1959,0.6205479452054794,0.4445205479452054,1398,7.438383530044307,1,0.4013698630136986,0.2890410958904109,2
120,4.0943445622221,8.89740886527095,0.0527397260273972,9,2005,2005,0.0356164383561643,0.0828767123287671,1561,7.353081920515432,2,0.0684931506849315,0.2410958904109589,2
60,4.68213122712422,9.504352368122833,0.0527397260273972,8,2004,2005,0.3342465753424657,0.0828767123287671,1117,7.804659297056102,3,0.4013698630136986,0.2410958904109589,3
20,4.718498871295094,9.2927495082169,0.1027397260273972,5,1994,1995,0.6205479452054794,0.4232876712328767,1097,7.00033446027523,1,0.5034246575342466,0.4143835616438356,2
20,4.30406509320417,9.05157907959124,0.1541095890410959,5,1954,1990,0.6205479452054794,0.4445205479452054,1297,7.167809184316444,1,0.5034246575342466,0.2410958904109589,2
20,4.219507705176107,8.977398978181862,0.1541095890410959,5,1953,2007,0.6205479452054794,0.4445205479452054,1057,6.963189985870238,1,0.4013698630136986,0.4143835616438356,1
90,4.174387269895637,8.706159290928861,0.0684931506849315,4,1955,1955,0.6205479452054794,0.0253424657534246,0,7.049254841255837,2,0.0267123287671232,0.0554794520547945,0
20,4.430816798843313,9.066239028001926,0.1541095890410959,6,1965,1965,0.6205479452054794,0.4445205479452054,1088,7.188412736496954,2,0.5034246575342466,0.2890410958904109,2
20,4.74493212836325,9.735364715141989,0.0260273972602739,5,1959,1959,0.6205479452054794,0.4445205479452054,1350,7.191429330036379,1,0.5034246575342466,0.2890410958904109,1
85,4.23410650459726,9.124782483614537,0.0404109589041095,5,1983,1983,0.6205479452054794,0.4232876712328767,840,6.784457062637643,1,0.4013698630136986,0.2890410958904109,2
20,4.23410650459726,9.126958763037132,0.1027397260273972,5,1975,1980,0.6205479452054794,0.4232876712328767,938,6.843749949006225,1,0.5034246575342466,0.4143835616438356,1
20,4.248495242049359,8.980298078970817,0.1541095890410959,5,1959,1959,0.6205479452054794,0.4445205479452054,1150,7.047517221357296,1,0.5034246575342466,0.2890410958904109,1
120,4.110873864173311,8.943506132037239,0.0527397260273972,9,2005,2005,0.0356164383561643,0.0828767123287671,1752,7.468513271496337,2,0.0684931506849315,0.2890410958904109,2
50,3.871201010907891,9.458917724547202,0.0335616438356164,7,2003,2003,0.3342465753424657,0.0828767123287671,1434,7.67275789664251,1,0.4013698630136986,0.2890410958904109,2
20,4.430816798843313,9.314339961994667,0.0589041095890411,8,2006,2006,0.3342465753424657,0.4232876712328767,1656,7.412160334945205,2,0.4013698630136986,0.2890410958904109,3
190,3.49650756146648,8.40200678160712,0.0773972602739726,4,1920,2008,0.6205479452054794,0.4445205479452054,736,7.280697195384741,2,0.5034246575342466,0.0554794520547945,0
20,4.189654742026425,8.954415331137593,0.0506849315068493,5,1966,1966,0.6205479452054794,0.4445205479452054,955,6.86171134048073,1,0.5034246575342466,0.4143835616438356,1
60,4.23410650459726,9.537411412656336,0.0541095890410958,6,1997,1997,0.6205479452054794,0.4232876712328767,794,7.293017679772782,2,0.5034246575342466,0.2410958904109589,2
50,3.951243718581428,8.738735461363474,0.0397260273972602,6,1934,1950,0.6205479452054794,0.4445205479452054,816,7.069874128458572,1,0.5034246575342466,0.4143835616438356,2
90,4.700480365792417,9.044521887281242,0.0253424657534246,5,1963,1963,0.0095890410958904,0.4232876712328767,816,6.704414354964107,1,0.5034246575342466,0.4143835616438356,2
20,4.219507705176107,10.825183649068832,0.0075342465753424,9,1981,1987,0.3342465753424657,0.0828767123287671,1842,7.518607216815252,0,0.4013698630136986,0.2410958904109589,3
80,4.0943445622221,8.872627365918836,0.1541095890410959,5,1955,1955,0.6205479452054794,0.4445205479452054,384,7.215239978730097,1,0.5034246575342466,0.4143835616438356,2
20,4.605170185988092,9.227689010310796,0.1541095890410959,6,1964,1964,0.6205479452054794,0.4445205479452054,1425,7.261927092702751,2,0.5034246575342466,0.2890410958904109,2
160,3.1780538303479458,7.8804263442924,0.0589041095890411,8,1999,2000,0.3342465753424657,0.4232876712328767,970,7.461065514354283,2,0.4013698630136986,0.2410958904109589,2
60,4.48863636973214,9.36263218231844,0.1027397260273972,7,2004,2004,0.3342465753424657,0.4232876712328767,860,7.450079569807499,2,0.4013698630136986,0.2890410958904109,2
60,4.189654742026425,9.523836379320944,0.0171232876712328,10,2006,2006,0.0356164383561643,0.0828767123287671,1410,7.987864096085687,3,0.4013698630136986,0.2410958904109589,3
20,4.0943445622221,8.881836305004146,0.1027397260273972,5,1972,1972,0.6205479452054794,0.4445205479452054,780,6.659293919683638,1,0.5034246575342466,0.4143835616438356,1
20,4.143134726391533,9.478227817099784,0.0404109589041095,6,2004,2004,0.6205479452054794,0.4232876712328767,1158,7.05444965813294,1,0.4013698630136986,0.4143835616438356,2
75,4.0943445622221,8.881836305004146,0.0253424657534246,5,1920,1996,0.6205479452054794,0.4445205479452054,530,7.01301578963963,1,0.0267123287671232,0.4143835616438356,1
120,3.784189633918261,8.770594329891145,0.0527397260273972,8,2006,2006,0.3342465753424657,0.4232876712328767,1370,7.222566018822171,2,0.4013698630136986,0.2890410958904109,2
70,3.912023005428146,9.239899174217728,0.0773972602739726,7,1921,1950,0.6205479452054794,0.4445205479452054,576,7.444248649496705,2,0.5034246575342466,0.4143835616438356,2
60,4.23410650459726,9.14580185083861,0.1027397260273972,7,1997,1998,0.6205479452054794,0.4232876712328767,1057,7.617759576608505,2,0.4013698630136986,0.2890410958904109,2
60,4.330733340286331,9.16858043772795,0.0527397260273972,8,2004,2005,0.3342465753424657,0.0828767123287671,1143,7.813187267521416,2,0.4013698630136986,0.2890410958904109,3
20,4.23410650459726,9.898475010712584,0.1541095890410959,7,1970,1989,0.6205479452054794,0.4232876712328767,1947,7.699389406256737,2,0.5034246575342466,0.2890410958904109,2
20,4.276666119016055,9.274722630905451,0.1027397260273972,7,2003,2003,0.3342465753424657,0.4232876712328767,1453,7.2991214627108,2,0.4013698630136986,0.2890410958904109,2
30,3.8501476017100575,8.435549202375727,0.0773972602739726,4,1945,1950,0.6205479452054794,0.4445205479452054,747,6.616065185132817,1,0.5034246575342466,0.4143835616438356,1
50,4.394449154672439,9.654577374584886,0.0191780821917808,7,1953,1953,0.3342465753424657,0.4445205479452054,1304,7.734996194022781,2,0.5034246575342466,0.2410958904109589,2
20,4.553876891600541,9.521568058002975,0.1541095890410959,7,1973,1973,0.6205479452054794,0.4232876712328767,2223,7.706612913964197,2,0.5034246575342466,0.2410958904109589,2
20,4.23410650459726,8.935771938669784,0.0335616438356164,4,1982,2006,0.6205479452054794,0.4445205479452054,845,6.739336627357174,1,0.5034246575342466,0.4143835616438356,2
60,4.30406509320417,9.224341891611996,0.0541095890410958,7,1998,1998,0.6205479452054794,0.4232876712328767,832,7.4489161025442,2,0.5034246575342466,0.2410958904109589,2
20,4.442651256490317,9.230142999272362,0.1541095890410959,5,1954,2003,0.6205479452054794,0.4445205479452054,1086,6.990256500493881,1,0.5034246575342466,0.4143835616438356,2
50,4.0943445622221,8.663887570567042,0.0773972602739726,3,1915,1950,0.3342465753424657,0.023972602739726,840,7.380879035564116,2,0.5034246575342466,0.4143835616438356,1
180,3.044522437723423,7.375255778009754,0.0116438356164383,4,1973,1973,0.6205479452054794,0.4232876712328767,462,6.895682697747868,1,0.5034246575342466,0.4143835616438356,1
20,4.23410650459726,9.044875932248653,0.1541095890410959,4,1956,1956,0.6205479452054794,0.4445205479452054,952,6.858565034791365,1,0.5034246575342466,0.4143835616438356,1
50,3.912023005428146,9.06357899058078,0.0397260273972602,5,1948,2001,0.6205479452054794,0.4445205479452054,672,7.158513997329321,1,0.5034246575342466,0.4143835616438356,1
90,4.276666119016055,9.285262298493445,0.0506849315068493,4,1968,1968,0.6205479452054794,0.4445205479452054,1768,7.477604243197589,2,0.5034246575342466,0.0554794520547945,0
50,4.0943445622221,9.25339986143663,0.0773972602739726,5,1910,1981,0.6205479452054794,0.4445205479452054,440,7.114769448366463,1,0.5034246575342466,0.4143835616438356,2
60,4.605170185988092,9.472704636443671,0.1541095890410959,6,1968,1968,0.6205479452054794,0.4232876712328767,896,7.669495251007694,2,0.4013698630136986,0.2410958904109589,1
120,3.4657359027997265,8.411832675758411,0.0335616438356164,6,1998,1998,0.6205479452054794,0.0828767123287671,1237,7.198183577101943,2,0.5034246575342466,0.2410958904109589,2
20,4.356708826689592,9.230731061623915,0.0589041095890411,8,2007,2007,0.6205479452054794,0.4232876712328767,1563,7.354362330421477,2,0.4013698630136986,0.2890410958904109,3
20,4.382026634673881,9.092907275084087,0.1541095890410959,5,1960,1960,0.6205479452054794,0.4445205479452054,1065,6.970730078143525,1,0.5034246575342466,0.4143835616438356,2
80,4.23410650459726,9.051344640485723,0.0541095890410958,7,1995,1996,0.6205479452054794,0.4232876712328767,384,7.295735072749282,2,0.5034246575342466,0.2410958904109589,2
60,4.795790545596741,9.68402471906149,0.0280821917808219,8,1991,1992,0.3342465753424657,0.4232876712328767,1288,7.790282380703483,2,0.4013698630136986,0.4143835616438356,2
60,4.804021044733257,9.3852176218809,0.0541095890410958,6,2005,2005,0.3342465753424657,0.4232876712328767,684,7.352441100243583,2,0.4013698630136986,0.2410958904109589,2
160,3.688879454113936,8.281723990411392,0.0589041095890411,6,2009,2009,0.3342465753424657,0.4232876712328767,612,7.109879463072272,2,0.4013698630136986,0.2890410958904109,2
50,4.653960350157523,9.0442857876461,0.0253424657534246,3,1915,1982,0.0095890410958904,0.4445205479452054,1013,7.330405211844402,1,0.0267123287671232,0.0554794520547945,0
20,4.0943445622221,8.995908761263994,0.1027397260273972,4,1994,1995,0.6205479452054794,0.4232876712328767,990,6.897704943128636,1,0.5034246575342466,0.0554794520547945,0
20,4.0943445622221,8.881836305004146,0.1541095890410959,4,1950,1950,0.6205479452054794,0.0253424657534246,0,6.946975992135418,1,0.5034246575342466,0.4143835616438356,2
20,4.442651256490317,9.047821442478408,0.1541095890410959,5,1961,1961,0.6205479452054794,0.4445205479452054,1235,7.118826249062078,1,0.5034246575342466,0.4143835616438356,2
30,4.382026634673881,9.500020447090638,0.034931506849315,5,1921,2006,0.6205479452054794,0.4232876712328767,876,6.871091294610546,1,0.5034246575342466,0.4143835616438356,2
190,4.0943445622221,8.881836305004146,0.0773972602739726,6,1910,1998,0.6205479452054794,0.4445205479452054,1214,7.736743682453495,2,0.5034246575342466,0.4143835616438356,2
60,4.23410650459726,9.141740280483926,0.1027397260273972,6,1997,1997,0.6205479452054794,0.4232876712328767,824,7.487733761436444,2,0.4013698630136986,0.2890410958904109,2
60,4.23410650459726,9.186559843310778,0.0541095890410958,6,1993,1993,0.0356164383561643,0.4232876712328767,680,7.293017679772782,2,0.5034246575342466,0.2410958904109589,2
20,4.356708826689592,9.236397906295473,0.1027397260273972,7,1999,1999,0.3342465753424657,0.4232876712328767,1588,7.370230641807081,2,0.4013698630136986,0.2890410958904109,2
20,4.290459441148391,9.298442820197728,0.0684931506849315,4,1965,1965,0.6205479452054794,0.4445205479452054,960,6.866933284461882,1,0.5034246575342466,0.2410958904109589,1
30,4.442651256490317,9.270964993792616,0.0684931506849315,5,1920,1950,0.6205479452054794,0.4445205479452054,458,6.727431724850855,1,0.5034246575342466,0.4143835616438356,1
20,4.343805421853684,9.139917907679637,0.1541095890410959,4,1959,1959,0.6205479452054794,0.4445205479452054,950,7.110696122978827,1,0.5034246575342466,0.0554794520547945,0
20,4.23410650459726,9.268892258925796,0.05,6,1977,2001,0.6205479452054794,0.4445205479452054,1610,7.383989457978509,2,0.4013698630136986,0.2890410958904109,2
60,4.343805421853684,9.127610724377186,0.0404109589041095,6,1985,1985,0.3342465753424657,0.4232876712328767,741,7.4570320891223805,2,0.4013698630136986,0.2410958904109589,2
90,4.158883083359672,8.85623355614316,0.0404109589041095,5,1979,1979,0.6205479452054794,0.0253424657534246,0,7.336285660021297,2,0.5034246575342466,0.4143835616438356,2
20,4.543294782270004,9.249753374333018,0.1027397260273972,7,2009,2009,0.6205479452054794,0.4232876712328767,1226,7.111512116496157,2,0.4013698630136986,0.2890410958904109,3
50,4.23410650459726,8.956479847999912,0.0253424657534246,7,1931,1950,0.6205479452054794,0.4445205479452054,1040,7.505492274737424,1,0.5034246575342466,0.4143835616438356,1
60,4.31748811353631,9.14580185083861,0.0589041095890411,8,2003,2004,0.3342465753424657,0.0828767123287671,1053,7.596894438144544,2,0.4013698630136986,0.2890410958904109,2
30,4.0943445622221,9.287301413112312,0.0773972602739726,4,1885,1995,0.6205479452054794,0.023972602739726,641,6.953684210870537,1,0.5034246575342466,0.4143835616438356,1
20,3.912023005428146,8.699514748210191,0.0773972602739726,5,1948,1950,0.6205479452054794,0.4445205479452054,789,6.670766320845874,1,0.5034246575342466,0.4143835616438356,1
50,4.442651256490317,9.047821442478408,0.0253424657534246,5,1919,2005,0.6205479452054794,0.4445205479452054,793,7.324489979348532,2,0.0267123287671232,0.0554794520547945,0
20,4.653960350157523,9.37169362233394,0.05,6,1977,1977,0.6205479452054794,0.4232876712328767,1844,7.519692404116539,2,0.5034246575342466,0.2890410958904109,2
50,4.31748811353631,9.1616751999949,0.0684931506849315,6,1954,1972,0.6205479452054794,0.4445205479452054,994,7.525639975041535,2,0.5034246575342466,0.4143835616438356,1
80,4.23410650459726,8.955448122347393,0.0541095890410958,7,2000,2000,0.6205479452054794,0.4232876712328767,384,7.265429723253953,2,0.5034246575342466,0.2410958904109589,2
60,4.343805421853684,9.206834232646894,0.1027397260273972,7,2007,2007,0.3342465753424657,0.0828767123287671,1264,7.899524472032198,2,0.0684931506849315,0.2410958904109589,3
20,4.23410650459726,9.95227771670556,0.034931506849315,6,1953,1953,0.6205479452054794,0.4232876712328767,1809,7.7226775164680035,2,0.4013698630136986,0.4143835616438356,2
70,4.110873864173311,8.889997357284841,0.034931506849315,6,1945,2002,0.6205479452054794,0.4445205479452054,1028,7.749322464660356,2,0.4013698630136986,0.4143835616438356,1
160,3.5263605246161616,8.080237416216702,0.0589041095890411,6,1999,1999,0.6205479452054794,0.4232876712328767,729,7.284820912568604,2,0.5034246575342466,0.4143835616438356,2
20,4.23410650459726,9.360138737064576,0.0506849315068493,5,1962,1962,0.6205479452054794,0.4445205479452054,1092,6.9957661563048505,1,0.5034246575342466,0.4143835616438356,1
20,4.30406509320417,9.05204779298159,0.0684931506849315,5,2006,2007,0.6205479452054794,0.4232876712328767,1125,7.025538314638521,1,0.5034246575342466,0.4143835616438356,2
60,4.499809670330265,9.4235143922529,0.0404109589041095,7,1990,1990,0.6205479452054794,0.4232876712328767,1673,8.07775756373692,3,0.4013698630136986,0.4143835616438356,3
60,4.174387269895637,9.0432226489245,0.1027397260273972,6,2005,2006,0.3342465753424657,0.4232876712328767,728,7.283448228756631,2,0.4013698630136986,0.2410958904109589,2
80,4.23410650459726,9.973619774716504,0.0191780821917808,6,1969,1969,0.6205479452054794,0.4445205479452054,938,6.895682697747868,1,0.5034246575342466,0.4143835616438356,2
50,3.912023005428146,8.70946507906336,0.0253424657534246,4,1939,1950,0.6205479452054794,0.4445205479452054,732,7.023758954738443,1,0.5034246575342466,0.4143835616438356,1
20,4.31748811353631,9.155250405658222,0.1541095890410959,6,1958,1958,0.6205479452054794,0.4445205479452054,1080,6.984716320118266,1,0.5034246575342466,0.4143835616438356,1
120,4.007333185232471,8.973604867142505,0.0404109589041095,6,1993,1993,0.3342465753424657,0.4232876712328767,1199,7.089243155027514,2,0.4013698630136986,0.2890410958904109,2
20,3.871201010907891,9.743494841225235,0.05,6,1979,1998,0.6205479452054794,0.4232876712328767,1362,7.368970402194793,2,0.5034246575342466,0.4143835616438356,2
190,4.0943445622221,8.821732380934442,0.0253424657534246,6,1935,1982,0.6205479452054794,0.4445205479452054,520,6.625392368007956,1,0.5034246575342466,0.0554794520547945,0
120,4.23410650459726,8.502688505213357,0.0061643835616438,6,1976,1976,0.6205479452054794,0.4232876712328767,1078,6.86484777797086,2,0.5034246575342466,0.2890410958904109,2
45,4.007333185232471,8.38662882139512,0.0773972602739726,5,1930,1950,0.6205479452054794,0.4445205479452054,672,6.733401891837359,1,0.5034246575342466,0.0554794520547945,0
60,4.23410650459726,8.934586870389676,0.1541095890410959,6,1966,1966,0.6205479452054794,0.4445205479452054,660,7.206377291472252,1,0.5034246575342466,0.2890410958904109,2
20,4.23410650459726,9.101975347298058,0.1541095890410959,5,1958,1991,0.6205479452054794,0.4445205479452054,1008,6.959398512133975,1,0.0684931506849315,0.2890410958904109,2
60,4.477336814478207,9.560997243589352,0.1541095890410959,7,1966,1966,0.6205479452054794,0.4445205479452054,924,7.676473646389156,2,0.4013698630136986,0.2410958904109589,2
60,4.23410650459726,9.411156511406302,0.0541095890410958,6,2000,2000,0.3342465753424657,0.4232876712328767,992,7.627544390488503,2,0.4013698630136986,0.2890410958904109,2
20,4.31748811353631,8.90761234131913,0.1541095890410959,5,1959,2002,0.6205479452054794,0.4445205479452054,1063,7.190676034332207,1,0.4013698630136986,0.4143835616438356,2
20,4.23410650459726,8.832441791585824,0.0260273972602739,8,2001,2002,0.3342465753424657,0.0828767123287671,1267,7.16703787691222,2,0.4013698630136986,0.2410958904109589,2
20,4.356708826689592,9.24329147211587,0.0506849315068493,5,1968,1993,0.6205479452054794,0.4445205479452054,1461,7.450660796211539,2,0.5034246575342466,0.2890410958904109,2
20,4.382026634673881,9.249561085129464,0.05,7,1970,1970,0.6205479452054794,0.4445205479452054,1304,7.427738840532894,2,0.5034246575342466,0.4143835616438356,2
20,4.23410650459726,9.245224773829683,0.1541095890410959,5,1967,1967,0.6205479452054794,0.4445205479452054,1214,7.101675971619444,2,0.5034246575342466,0.2890410958904109,1
90,4.406719247264253,9.311994025702685,0.0335616438356164,7,1988,1989,0.6205479452054794,0.4445205479452054,1907,7.580189417944541,3,0.5034246575342466,0.4143835616438356,3
60,4.290459441148391,9.112286431500795,0.1027397260273972,8,1999,2000,0.3342465753424657,0.4232876712328767,1004,7.524021415206125,2,0.4013698630136986,0.2410958904109589,3
60,4.174387269895637,9.643809676493944,0.1027397260273972,6,1997,1997,0.6205479452054794,0.4232876712328767,928,7.475339236566737,2,0.4013698630136986,0.2890410958904109,2
20,4.248495242049359,9.259130536145614,0.1541095890410959,4,1971,1971,0.6205479452054794,0.4445205479452054,864,6.761572768804055,1,0.5034246575342466,0.0554794520547945,0
20,4.356708826689592,9.36263218231844,0.1027397260273972,7,2005,2005,0.3342465753424657,0.4232876712328767,1734,7.458186157340487,2,0.4013698630136986,0.2410958904109589,2
50,4.262679877041316,9.05017161982336,0.1541095890410959,5,1952,1952,0.6205479452054794,0.4445205479452054,910,7.233455418621439,2,0.5034246575342466,0.4143835616438356,2
20,4.356708826689592,9.24329147211587,0.1027397260273972,7,1999,1999,0.3342465753424657,0.4232876712328767,1490,7.313886831633462,2,0.4013698630136986,0.2890410958904109,2
90,4.248495242049359,9.116029692504942,0.0506849315068493,5,1963,1963,0.6205479452054794,0.4445205479452054,1728,7.454719949364001,2,0.5034246575342466,0.4143835616438356,2
160,3.1780538303479458,7.832807516524864,0.0684931506849315,6,2004,2006,0.3342465753424657,0.4232876712328767,970,7.443663683115591,2,0.4013698630136986,0.4143835616438356,2
30,3.9318256327243257,8.719317375506371,0.0397260273972602,5,1931,1993,0.6205479452054794,0.4445205479452054,715,6.774223886357614,1,0.5034246575342466,0.4143835616438356,1
60,4.23410650459726,9.15957325492253,0.0541095890410958,7,2001,2001,0.3342465753424657,0.4232876712328767,884,7.618251097876695,2,0.4013698630136986,0.2410958904109589,2
20,4.143134726391533,8.922658299524402,0.0404109589041095,7,2004,2005,0.6205479452054794,0.4232876712328767,1080,6.984716320118266,1,0.4013698630136986,0.0554794520547945,0
50,4.23410650459726,8.738735461363474,0.0397260273972602,5,1936,1950,0.6205479452054794,0.4232876712328767,896,7.203405521083095,1,0.5034246575342466,0.4143835616438356,1
20,4.787491742782046,9.245321340871428,0.1027397260273972,5,1975,1975,0.6205479452054794,0.4445205479452054,969,6.876264611890766,1,0.5034246575342466,0.4143835616438356,2
20,4.672828834461906,9.53899642739739,0.0527397260273972,8,2007,2008,0.3342465753424657,0.0828767123287671,1710,7.444248649496705,2,0.4013698630136986,0.2890410958904109,3
60,4.23410650459726,9.602585141913492,0.05,6,1971,1971,0.6205479452054794,0.4445205479452054,825,7.597396320212795,2,0.5034246575342466,0.2890410958904109,2
20,4.23410650459726,9.51044496442652,0.0191780821917808,6,1960,1975,0.6205479452054794,0.4232876712328767,1602,7.132497551660044,1,0.5034246575342466,0.2890410958904109,2
30,4.430816798843313,9.336091577281744,0.0773972602739726,6,1923,1950,0.6205479452054794,0.4445205479452054,1200,7.090076835776092,1,0.5034246575342466,0.4143835616438356,1
50,4.0943445622221,9.169518377455928,0.0684931506849315,6,1924,1950,0.6205479452054794,0.4445205479452054,572,6.999422467507961,1,0.5034246575342466,0.0554794520547945,0
20,4.0943445622221,8.881836305004146,0.1541095890410959,5,1950,1950,0.6205479452054794,0.0253424657534246,0,6.946975992135418,1,0.5034246575342466,0.4143835616438356,2
60,4.5217885770490405,9.392911897525345,0.0260273972602739,8,2009,2010,0.3342465753424657,0.0828767123287671,774,7.584773077612199,2,0.0684931506849315,0.2410958904109589,3
60,4.605170185988092,9.437635294412868,0.0589041095890411,7,2004,2005,0.3342465753424657,0.4232876712328767,991,7.574045005372199,2,0.4013698630136986,0.2890410958904109,2
60,4.897839799950911,9.87189368094495,0.0541095890410958,7,2005,2006,0.3342465753424657,0.4232876712328767,1392,7.808729306744399,2,0.4013698630136986,0.2890410958904109,2
20,4.23410650459726,9.316500567804573,0.0075342465753424,6,1984,1984,0.6205479452054794,0.4232876712328767,1232,7.116394144093465,2,0.5034246575342466,0.4143835616438356,2
