Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_Nan,MasVnrArea_Nan,BsmtFinSF1_Nan,BsmtFinSF2_Nan,BsmtUnfSF_Nan,TotalBsmtSF_Nan,BsmtFullBath_Nan,BsmtHalfBath_Nan,GarageYrBlt_Nan,GarageCars_Nan,GarageArea_Nan,MSZoning_Missing,Alley_Missing,Utilities_Missing,Exterior1st_Missing,Exterior2nd_Missing,MasVnrType_Missing,BsmtQual_Missing,BsmtCond_Missing,BsmtExposure_Missing,BsmtFinType1_Missing,BsmtFinType2_Missing,KitchenQual_Missing,Functional_Missing,FireplaceQu_Missing,GarageType_Missing,GarageFinish_Missing,GarageQual_Missing,GarageCond_Missing,PoolQC_Missing,Fence_Missing,MiscFeature_Missing,SaleType_Missing
1471,120,0.006854009595613434,3.258096538021482,8.675563527387679,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.02604523646333105,0.9568197395476353,0.14941740918437285,0.8574366004112406,0.9897189856065799,0.0774503084304318,0.5106237148732008,7,5,1999,1999,0.8012337217272104,0.9883481836874571,0.157642220699109,0.15969842357779301,0.6017820424948594,0.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.295407813570939,1051.0,0.023989033584647018,0.0,354.0,1405.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.198183577101943,0,0,7.198183577101943,1.0,0.0,2,0,2,1,0.387251542152159,5,0.9300891021247429,1,0.02810143934201508,0.5846470185058259,1999.0,0.25154215215901304,2.0,511.0,0.886223440712817,0.910212474297464,0.8917066483893078,203,68,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1472,160,0.1658670322138451,3.044522437723423,7.426549072397305,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.009595613433858808,0.8574366004112406,0.9897189856065799,0.0363262508567512,0.29266620973269364,6,5,1971,1971,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.297464016449623,504.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.10623714873200822,156.0,0.8478409869773817,0.0,327.0,483.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,6.180016653652572,504,0,6.894670039433482,0.0,0.0,1,1,2,1,0.518848526387937,5,0.9300891021247429,0,0.5003427004797807,0.2686771761480466,1971.0,0.4283755997258396,1.0,264.0,0.886223440712817,0.910212474297464,0.8917066483893078,275,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,2,2010,0.03015764222069911,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1473,160,0.1658670322138451,3.044522437723423,7.426549072397305,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.009595613433858808,0.8574366004112406,0.9897189856065799,0.0363262508567512,0.29266620973269364,5,5,1971,1971,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.297464016449623,492.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.10623714873200822,300.0,0.8478409869773817,0.0,225.0,525.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,6.263398262591624,567,0,6.9957661563048505,0.0,0.0,1,1,3,1,0.518848526387937,6,0.9300891021247429,0,0.5003427004797807,0.2686771761480466,1997.0,0.4283755997258396,1.0,320.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,3,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1474,160,0.7635366689513365,3.1780538303479458,7.731930721948486,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.02604523646333105,0.9568197395476353,0.009595613433858808,0.8574366004112406,0.9897189856065799,0.0363262508567512,0.29266620973269364,6,6,1975,1975,0.8012337217272104,0.9883481836874571,0.0774503084304318,0.01028101439342015,0.6017820424948594,0.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.14324880054832076,514.0,0.8478409869773817,0.0,341.0,855.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,6.75110146893676,601,0,7.283448228756631,0.0,0.0,2,1,3,1,0.387251542152159,6,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1975.0,0.4283755997258396,2.0,440.0,0.886223440712817,0.910212474297464,0.8917066483893078,173,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1475,120,0.7635366689513365,3.1780538303479458,7.731930721948486,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.02604523646333105,0.9568197395476353,0.009595613433858808,0.8574366004112406,0.9897189856065799,0.0363262508567512,0.5106237148732008,7,6,1975,1975,0.8012337217272104,0.9883481836874571,0.0774503084304318,0.01028101439342015,0.6017820424948594,0.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.28855380397532554,0.0,0.8478409869773817,0.0,836.0,836.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,6.728628613084702,0,0,6.728628613084702,0.0,0.0,1,0,2,1,0.518848526387937,4,0.9300891021247429,0,0.5003427004797807,0.5846470185058259,1975.0,0.4283755997258396,1.0,308.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,30,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1476,60,0.7635366689513365,4.624972813284271,9.461721464701633,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.06100068540095956,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,9,5,2009,2010,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.08293351610692255,162.0,0.03769705277587389,0.8608636052090473,0.453050034270048,0.09389993145990404,0.8875942426319396,0.6518163125428376,0.28855380397532554,0.0,0.8478409869773817,0.0,1590.0,1590.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.394493107219038,707,0,7.755338812846501,0.0,0.0,2,1,3,1,0.07196710075394105,10,0.9300891021247429,1,0.249485949280329,0.5846470185058259,2009.0,0.25154215215901304,3.0,751.0,0.886223440712817,0.910212474297464,0.8917066483893078,144,133,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,1,2010,0.08019191226867718,0.0822481151473612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1477,20,0.7635366689513365,4.543294782270004,9.463663891791525,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.16997943797121315,0.9568197395476353,0.06100068540095956,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,8,5,2009,2010,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.08293351610692255,256.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.28855380397532554,0.0,0.8478409869773817,0.0,1544.0,1544.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.342131730584722,0,0,7.342131730584722,0.0,0.0,2,0,3,1,0.387251542152159,7,0.9300891021247429,0,0.5003427004797807,0.5846470185058259,2009.0,0.26662097326936257,3.0,868.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,35,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2010,0.08019191226867718,0.0822481151473612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1478,20,0.7635366689513365,4.499809670330265,9.351839934249883,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.06100068540095956,0.013708019191226868,0.9897189856065799,0.8259081562714188,0.5106237148732008,9,5,2005,2005,0.181631254283756,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.297464016449623,615.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.09389993145990404,0.8875942426319396,0.6518163125428376,0.295407813570939,110.0,0.8478409869773817,0.0,1588.0,1698.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.437206366871292,0,0,7.437206366871292,0.0,0.0,2,0,3,1,0.07196710075394105,7,0.9300891021247429,1,0.249485949280329,0.5846470185058259,2005.0,0.25154215215901304,3.0,730.0,0.886223440712817,0.910212474297464,0.8917066483893078,192,74,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1479,20,0.7635366689513365,4.3694478524670215,9.555489144076292,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.06100068540095956,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,8,5,2005,2006,0.181631254283756,0.9883481836874571,0.04455106237148732,0.045236463331048665,0.297464016449623,240.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.09389993145990404,0.8875942426319396,0.6518163125428376,0.295407813570939,28.0,0.8478409869773817,0.0,1794.0,1822.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.507690077819904,0,0,7.507690077819904,0.0,0.0,2,0,3,1,0.07196710075394105,8,0.9300891021247429,1,0.249485949280329,0.5846470185058259,2005.0,0.26662097326936257,3.0,678.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,119,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,2,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1480,20,0.7635366689513365,4.700480365792417,9.568014816247999,0.995887594242632,0.9266620973269363,0.6401644962302947,0.047978067169294036,0.9986291980808774,0.7409184372858122,0.0411240575736806,0.06100068540095956,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,9,5,2003,2004,0.181631254283756,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.297464016449623,1095.0,0.03769705277587389,0.8608636052090473,0.453050034270048,0.09389993145990404,0.8875942426319396,0.09732693625771076,0.295407813570939,1373.0,0.8478409869773817,0.0,1473.0,2846.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.899524472032198,0,0,7.899524472032198,1.0,0.0,2,1,3,1,0.07196710075394105,10,0.9300891021247429,2,0.249485949280329,0.5846470185058259,2003.0,0.25154215215901304,3.0,958.0,0.886223440712817,0.910212474297464,0.8917066483893078,220,150,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1481,60,0.7635366689513365,4.653960350157523,9.521494800613105,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.16997943797121315,0.9568197395476353,0.06100068540095956,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,8,5,2002,2002,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.297464016449623,232.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.09732693625771076,0.295407813570939,578.0,0.8478409869773817,0.0,1093.0,1671.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.430707082545968,563,0,7.718685495198466,1.0,0.0,2,1,3,1,0.387251542152159,7,0.9300891021247429,1,0.013022618231665525,0.5846470185058259,2002.0,0.25154215215901304,3.0,756.0,0.886223440712817,0.910212474297464,0.8917066483893078,238,130,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2010,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
