,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_Nan,MasVnrArea_Nan,GarageYrBlt_Nan,Alley_Missing,MasVnrType_Missing,BsmtQual_Missing,BsmtCond_Missing,BsmtExposure_Missing,BsmtFinType1_Missing,BsmtFinType2_Missing,Electrical_Missing,FireplaceQu_Missing,GarageType_Missing,GarageFinish_Missing,GarageQual_Missing,GarageCond_Missing,PoolQC_Missing,Fence_Missing,MiscFeature_Missing
10,11,20,0.7883561643835616,4.248495242049359,9.323669057283185,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.050684931506849315,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,5,5,1965,1965,0.1958904109589041,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.44452054794520546,0.897945205479452,0.6527397260273973,0.0910958904109589,906,0.8602739726027397,0,134,1040,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,6.946975992135418,0,0,6.946975992135418,1,0,1,0,3,1,0.5034246575342466,5,0.9315068493150684,0,0.4726027397260274,0.2650684931506849,1965.0,0.4143835616438356,1,384,0.897945205479452,0.9082191780821918,0.9178082191780822,0,0,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,2,2008,0.8678082191780822,0.8205479452054795,11.771436160121729,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
11,12,60,0.7883561643835616,4.442651256490317,9.386308454797962,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.05273972602739726,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,9,5,2005,2006,0.1958904109589041,0.9821917808219178,0.01780821917808219,0.026027397260273973,0.08767123287671233,286.0,0.03561643835616438,0.8780821917808219,0.44315068493150683,0.08287671232876713,0.897945205479452,0.6527397260273973,0.2863013698630137,998,0.8602739726027397,0,177,1175,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.074963197966044,1142,0,7.751045117971802,1,0,3,0,4,1,0.0684931506849315,11,0.9315068493150684,2,0.2602739726027397,0.06027397260273973,2005.0,0.2410958904109589,3,736,0.897945205479452,0.9082191780821918,0.9178082191780822,147,21,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,7,2006,0.08356164383561644,0.08561643835616438,12.751299696013497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12,13,20,0.7883561643835616,4.23410650459726,9.470240063415512,0.9958904109589041,0.9376712328767123,0.028082191780821917,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.050684931506849315,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,5,6,1962,1962,0.1958904109589041,0.9821917808219178,0.15205479452054796,0.09726027397260274,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.44452054794520546,0.897945205479452,0.6527397260273973,0.1506849315068493,737,0.8602739726027397,0,175,912,0.9780821917808219,0.29315068493150687,0.934931506849315,0.9136986301369863,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,0.5034246575342466,4,0.9315068493150684,0,0.4726027397260274,0.2650684931506849,1962.0,0.4143835616438356,1,352,0.897945205479452,0.9082191780821918,0.9178082191780822,140,0,0,0,176,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,9,2008,0.8678082191780822,0.8205479452054795,11.877568578558138,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
13,14,20,0.7883561643835616,4.51085950651685,9.273502946933823,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.10273972602739725,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,7,5,2006,2007,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.08767123287671233,306.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4232876712328767,0.897945205479452,0.15136986301369862,0.2945205479452055,0,0.8602739726027397,0,1494,1494,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.309212365692763,0,0,7.309212365692763,0,0,2,0,3,1,0.40136986301369865,7,0.9315068493150684,1,0.2602739726027397,0.5958904109589042,2006.0,0.28904109589041094,3,840,0.897945205479452,0.9082191780821918,0.9178082191780822,160,33,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,8,2007,0.08356164383561644,0.08561643835616438,12.540757571577291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14,15,20,0.7883561643835616,4.23410650459726,9.298351249298896,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.1541095890410959,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,6,5,1960,1960,0.1958904109589041,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.3047945205479452,212.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.44452054794520546,0.897945205479452,0.6527397260273973,0.10136986301369863,733,0.8602739726027397,0,520,1253,0.9780821917808219,0.29315068493150687,0.934931506849315,0.9136986301369863,7.133295954896068,0,0,7.133295954896068,1,0,1,1,2,1,0.5034246575342466,5,0.9315068493150684,1,0.022602739726027398,0.5958904109589042,1960.0,0.28904109589041094,1,352,0.897945205479452,0.9082191780821918,0.9178082191780822,0,213,176,0,0,0,0.9952054794520548,0.036986301369863014,0.963013698630137,0,5,2008,0.8678082191780822,0.8205479452054795,11.964001084330445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,16,45,0.14931506849315068,3.9318256327243257,8.719317375506371,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.03972602739726028,0.863013698630137,0.9897260273972602,0.8356164383561644,0.009589041095890411,7,8,1929,2001,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.1,0.44452054794520546,0.897945205479452,0.6527397260273973,0.2945205479452055,0,0.8602739726027397,0,832,832,0.9780821917808219,0.5075342465753425,0.934931506849315,0.06438356164383562,6.74993119378857,0,0,6.74993119378857,0,0,1,0,2,1,0.5034246575342466,5,0.9315068493150684,0,0.4726027397260274,0.2650684931506849,1991.0,0.4143835616438356,2,576,0.897945205479452,0.9082191780821918,0.9178082191780822,48,112,0,0,0,0,0.9952054794520548,0.04041095890410959,0.963013698630137,0,7,2007,0.8678082191780822,0.8205479452054795,11.790557201568507,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
16,17,20,0.7883561643835616,4.23410650459726,9.327323087461798,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.06438356164383562,0.9465753424657535,0.1541095890410959,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,6,7,1970,1970,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.3047945205479452,180.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.44452054794520546,0.897945205479452,0.6527397260273973,0.1506849315068493,578,0.8602739726027397,0,426,1004,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,6.911747300251674,0,0,6.911747300251674,1,0,1,0,2,1,0.5034246575342466,5,0.9315068493150684,1,0.21438356164383562,0.5958904109589042,1970.0,0.2410958904109589,2,480,0.897945205479452,0.9082191780821918,0.9178082191780822,0,0,0,0,0,0,0.9952054794520548,0.8075342465753425,0.03356164383561644,700,3,2010,0.8678082191780822,0.8205479452054795,11.911701584927597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17,18,90,0.7883561643835616,4.276666119016055,9.286467732363734,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.050684931506849315,0.863013698630137,0.9897260273972602,0.03561643835616438,0.49726027397260275,4,5,1967,1967,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.01643835616438356,0.025342465753424658,0.025342465753424658,0.026027397260273973,0.025342465753424658,0,0.026027397260273973,0,0,0,0.9780821917808219,0.29315068493150687,0.934931506849315,0.9136986301369863,7.16703787691222,0,0,7.16703787691222,0,0,2,0,2,2,0.5034246575342466,6,0.9315068493150684,0,0.4726027397260274,0.0061643835616438354,1967.0,0.4143835616438356,2,516,0.897945205479452,0.9082191780821918,0.9178082191780822,0,0,0,0,0,0,0.9952054794520548,0.8075342465753425,0.03356164383561644,500,10,2006,0.8678082191780822,0.8205479452054795,11.407564949312402,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
18,19,20,0.7883561643835616,4.189654742026425,9.524786081697178,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.04041095890410959,0.007534246575342466,0.9897260273972602,0.8356164383561644,0.49726027397260275,5,5,2004,2004,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.44315068493150683,0.44452054794520546,0.897945205479452,0.6527397260273973,0.2863013698630137,646,0.8602739726027397,0,468,1114,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.01571242048723,0,0,7.01571242048723,1,0,1,1,3,1,0.40136986301369865,6,0.9315068493150684,0,0.4726027397260274,0.2650684931506849,2004.0,0.4143835616438356,2,576,0.897945205479452,0.9082191780821918,0.9178082191780822,0,102,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,6,2008,0.8678082191780822,0.8205479452054795,11.976659481202368,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
19,20,20,0.7883561643835616,4.248495242049359,8.930626469173578,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.1541095890410959,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,5,6,1958,1965,0.1958904109589041,0.9821917808219178,0.03424657534246575,0.09726027397260274,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.44452054794520546,0.897945205479452,0.6527397260273973,0.050684931506849315,504,0.8602739726027397,0,525,1029,0.9780821917808219,0.29315068493150687,0.934931506849315,0.9136986301369863,7.199678345691172,0,0,7.199678345691172,0,0,1,0,3,1,0.5034246575342466,6,0.021232876712328767,0,0.4726027397260274,0.5958904109589042,1958.0,0.4143835616438356,1,294,0.897945205479452,0.9082191780821918,0.9178082191780822,0,0,0,0,0,0,0.9952054794520548,0.10753424657534247,0.963013698630137,0,5,2009,0.02945205479452055,0.06917808219178082,11.842229212112828,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
20,21,60,0.7883561643835616,4.61512051684126,9.5620530240851,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.05273972602739726,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,8,5,2005,2006,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.3047945205479452,380.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.08287671232876713,0.897945205479452,0.15136986301369862,0.2945205479452055,0,0.8602739726027397,0,1158,1158,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.05444965813294,1218,0,7.773173680482536,0,0,3,1,4,1,0.40136986301369865,9,0.9315068493150684,1,0.2602739726027397,0.06027397260273973,2005.0,0.28904109589041094,3,853,0.897945205479452,0.9082191780821918,0.9178082191780822,240,154,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,11,2006,0.08356164383561644,0.08561643835616438,12.692503112461443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21,22,45,0.14931506849315068,4.04305126783455,8.915835074176277,0.9958904109589041,0.03424657534246575,0.6335616438356164,0.04315068493150685,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.025342465753424658,0.863013698630137,0.9897260273972602,0.8356164383561644,0.009589041095890411,7,7,1930,1950,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.44315068493150683,0.44452054794520546,0.897945205479452,0.6527397260273973,0.2945205479452055,0,0.8602739726027397,0,637,637,0.9780821917808219,0.5075342465753425,0.934931506849315,0.018493150684931507,7.010311867307229,0,0,7.010311867307229,0,0,1,0,3,1,0.40136986301369865,6,0.9315068493150684,1,0.2602739726027397,0.5958904109589042,1930.0,0.4143835616438356,1,280,0.897945205479452,0.9082191780821918,0.06164383561643835,0,0,205,0,0,0,0.9952054794520548,0.04041095890410959,0.963013698630137,0,6,2007,0.8678082191780822,0.8205479452054795,11.845102777308561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22,23,20,0.7883561643835616,4.31748811353631,9.184201714366488,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.10273972602739725,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,8,5,2002,2002,0.1958904109589041,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.3047945205479452,281.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4232876712328767,0.897945205479452,0.6527397260273973,0.2945205479452055,0,0.8602739726027397,0,1777,1777,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.492760300922379,0,0,7.492760300922379,0,0,2,0,3,1,0.40136986301369865,7,0.9315068493150684,1,0.2602739726027397,0.5958904109589042,2002.0,0.28904109589041094,2,534,0.897945205479452,0.9082191780821918,0.9178082191780822,171,159,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,9,2008,0.8678082191780822,0.8205479452054795,12.345834587905333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
